objectid,title,format,filename,creator,date,subject,location,latitude,longitude,description,parentid,image_small
item142,"Sheet 24 - Fire Insurance Plans - St. Catharines, 1923",image/jpeg,FC3155_175_U64_1923StCatharinesp24.jpg,,1923,Fire insurance -- Ontario -- St. Catharines; Fire risk assessment -- Ontario -- St. Catharines; Real property -- Ontario -- St. Catharines; St. Catharines (Ont.),"St. Catharines, Ontario",43.1594,-79.2469,"The fire insurance plan for St. Catharines, Ontario, dated December 1923. Consists of: title sheet (includes index to streets, specials, blocks), sheets 1A, 1B (key plans, scale [1:4,800]), sheets 2-24 and sheets at scale 1:600: 2-4. Call No. FC 3155.175 U64 1923. Click ""view more files"" to see all 24 sheets.",item117,
item143,"Fire Insurance Plans - Port Robinson, 1909",compound_object,,,1909,Fire insurance -- Ontario -- Port Robinson; Fire risk assessment -- Ontario -- Port Robinson; Real property -- Ontario -- Port Robinson; Port Robinson (Ont.),"Port Robinson, Ontario",43.0402,-79.2078,"Fire insurance plans for Port Robinson, Welland County, Ontario. The plan is dated May 1909 and consists of: sheet 1 (key plan, scale [1:6,000]), sheet 2. Call No. FC 3140.195 U64",,
item144,"Sheet 1 - Fire Insurance Plans - Port Robinson, 1909",image/jpeg,FC3140_195U64_PortRobinson1_May1909.jpg,Underwriters' Survey Bureau,1909,Fire insurance -- Ontario -- Port Robinson; Fire risk assessment -- Ontario -- Port Robinson; Real property -- Ontario -- Port Robinson; Port Robinson (Ont.),"Port Robinson, Ontario",43.0402,-79.2078,"Fire insurance plans for Port Robinson, Welland County, Ontario. The plan is dated May 1909 and consists of: sheet 1 (key plan, scale [1:6,000]), sheet 2. Call No. FC 3140.195 U64",item143,
item145,"Sheet 2 - Fire Insurance Plans - Port Robinson, 1909",image/jpeg,FC3140_195U64_PortRobinson2_May1909.jpg,Underwriters' Survey Bureau,1909,Fire insurance -- Ontario -- Port Robinson; Fire risk assessment -- Ontario -- Port Robinson; Real property -- Ontario -- Port Robinson; Port Robinson (Ont.),"Port Robinson, Ontario",43.0402,-79.2078,"Fire insurance plans for Port Robinson, Welland County, Ontario. The plan is dated May 1909 and consists of: sheet 1 (key plan, scale [1:6,000]), sheet 2. Call No. FC 3140.195 U64",item143,
item146,"Fire Insurance Plans - Fonthill, 1925",compound_object,,Underwriters' Survey Bureau,1925,Fire insurance -- Ontario -- Fonthill; Fire risk assessment -- Ontario -- Fonthill; Real property -- Ontario -- Fonthill; Fonthill (Ont.),"Fonthill, Ontario",43.0453,-79.2854,"Fire insurance plans for Fonthill, Ontario. There are two maps back to back dated June 1925. Consists of: sheet 1 (key plan, scale [1:6,000]), sheets 2-3. Sheets at scale 1:600: 2. Call No. FC 3140.195 U64.",,
item147,"Sheet 1 - Fire Insurance Plans - Fonthill, 1925",image/jpeg,FC3140_195U64_Fonthill_June1925.jpg,Underwriters' Survey Bureau,1925,Fire insurance -- Ontario -- Fonthill; Fire risk assessment -- Ontario -- Fonthill; Real property -- Ontario -- Fonthill; Fonthill (Ont.),"Fonthill, Ontario",43.0453,-79.2854,"Fire insurance plans for Fonthill, Ontario. There are two maps back to back dated June 1925. Consists of: sheet 1 (key plan, scale [1:6,000]), sheets 2-3. Sheets at scale 1:600: 2. Call No. FC 3140.195 U64.",item146,
item148,"Sheet 2 - Fire Insurance Plans - Fonthill, 1925",image/jpeg,FC3140_195U64_Fonthill2_June1925.jpg,Underwriters' Survey Bureau,1925,Fire insurance -- Ontario -- Fonthill; Fire risk assessment -- Ontario -- Fonthill; Real property -- Ontario -- Fonthill; Fonthill (Ont.),"Fonthill, Ontario",43.0453,-79.2854,"Fire insurance plans for Fonthill, Ontario. There are two maps back to back dated June 1925. Consists of: sheet 1 (key plan, scale [1:6,000]), sheets 2-3. Sheets at scale 1:600: 2. Call No. FC 3140.195 U64.",item146,
item149,"Sheet 3 - Fire Insurance Plans - Fonthill, 1925",image/jpeg,FC3140_195U64_Fonthill3_June1925.jpg,Underwriters' Survey Bureau,1925,Fire insurance -- Ontario -- Fonthill; Fire risk assessment -- Ontario -- Fonthill; Real property -- Ontario -- Fonthill; Fonthill (Ont.),"Fonthill, Ontario",43.0453,-79.2854,"Fire insurance plans for Fonthill, Ontario. There are two maps back to back dated June 1925. Consists of: sheet 1 (key plan, scale [1:6,000]), sheets 2-3. Sheets at scale 1:600: 2. Call No. FC 3140.195 U64.",item146,
item150,"Fire Insurance Plans - Crystal Beach, 1927",compound_object,,Underwriters' Survey Bureau,1927,Fire insurance -- Ontario -- Crystal Beach; Fire risk assessment -- Ontario -- Crystal Beach; Real property -- Ontario -- Crystal Beach; Crystal Beach (Ont.),"Crystal Beach, Ontario",42.8705,-79.0589,"Fire Insurance plans for Crystal Beach, Ontario. The plan is dated May 1909, revised and reprinted January 1927. The plan consists of: sheet 1 (key plan, scale [1:6,000]), sheets 2-9. Sheets are at a scale 1:1,200: 7-9. Call No. FC 3140.195 U64",,
item151,"Sheet 1 - Fire Insurance Plans - Crystal Beach, 1927",image/jpeg,FC3140_195U64_CrystalBeach_REV1927.jpg,Underwriters' Survey Bureau,1927,Fire insurance -- Ontario -- Crystal Beach; Fire risk assessment -- Ontario -- Crystal Beach; Real property -- Ontario -- Crystal Beach; Crystal Beach (Ont.),"Crystal Beach, Ontario",42.8705,-79.0589,"Fire Insurance plans for Crystal Beach, Ontario. The plan is dated May 1909, revised and reprinted January 1927. The plan consists of: sheet 1 (key plan, scale [1:6,000]), sheets 2-9. Sheets are at a scale 1:1,200: 7-9. Call No. FC 3140.195 U64",item150,
item152,"Sheet 2 - Fire Insurance Plans - Crystal Beach, 1927",image/jpeg,FC3140_195U64_CrystalBeach2_REV1927.jpg,Underwriters' Survey Bureau,1927,Fire insurance -- Ontario -- Crystal Beach; Fire risk assessment -- Ontario -- Crystal Beach; Real property -- Ontario -- Crystal Beach; Crystal Beach (Ont.),"Crystal Beach, Ontario",42.8705,-79.0589,"Fire Insurance plans for Crystal Beach, Ontario. The plan is dated May 1909, revised and reprinted January 1927. The plan consists of: sheet 1 (key plan, scale [1:6,000]), sheets 2-9. Sheets are at a scale 1:1,200: 7-9. Call No. FC 3140.195 U64",item150,
item153,"Sheet 3 - Fire Insurance Plans - Crystal Beach, 1927",image/jpeg,FC3140_195U64_CrystalBeach3_REV1927.jpg,Underwriters' Survey Bureau,1927,Fire insurance -- Ontario -- Crystal Beach; Fire risk assessment -- Ontario -- Crystal Beach; Real property -- Ontario -- Crystal Beach; Crystal Beach (Ont.),"Crystal Beach, Ontario",42.8705,-79.0589,"Fire Insurance plans for Crystal Beach, Ontario. The plan is dated May 1909, revised and reprinted January 1927. The plan consists of: sheet 1 (key plan, scale [1:6,000]), sheets 2-9. Sheets are at a scale 1:1,200: 7-9. Call No. FC 3140.195 U64",item150,
item154,"Sheet 4 - Fire Insurance Plans - Crystal Beach, 1927",image/jpeg,FC3140_195U64_CrystalBeach4_REV1927.jpg,Underwriters' Survey Bureau,1927,Fire insurance -- Ontario -- Crystal Beach; Fire risk assessment -- Ontario -- Crystal Beach; Real property -- Ontario -- Crystal Beach; Crystal Beach (Ont.),"Crystal Beach, Ontario",42.8705,-79.0589,"Fire Insurance plans for Crystal Beach, Ontario. The plan is dated May 1909, revised and reprinted January 1927. The plan consists of: sheet 1 (key plan, scale [1:6,000]), sheets 2-9. Sheets are at a scale 1:1,200: 7-9. Call No. FC 3140.195 U64",item150,
item155,"Sheet 5 - Fire Insurance Plans - Crystal Beach, 1927",image/jpeg,FC3140_195U64_CrystalBeach5_REV1927.jpg,Underwriters' Survey Bureau,1927,Fire insurance -- Ontario -- Crystal Beach; Fire risk assessment -- Ontario -- Crystal Beach; Real property -- Ontario -- Crystal Beach; Crystal Beach (Ont.),"Crystal Beach, Ontario",42.8705,-79.0589,"Fire Insurance plans for Crystal Beach, Ontario. The plan is dated May 1909, revised and reprinted January 1927. The plan consists of: sheet 1 (key plan, scale [1:6,000]), sheets 2-9. Sheets are at a scale 1:1,200: 7-9. Call No. FC 3140.195 U64",item150,
item156,"Sheet 6 - Fire Insurance Plans - Crystal Beach, 1927",image/jpeg,FC3140_195U64_CrystalBeach6_REV1927.jpg,Underwriters' Survey Bureau,1927,Fire insurance -- Ontario -- Crystal Beach; Fire risk assessment -- Ontario -- Crystal Beach; Real property -- Ontario -- Crystal Beach; Crystal Beach (Ont.),"Crystal Beach, Ontario",42.8705,-79.0589,"Fire Insurance plans for Crystal Beach, Ontario. The plan is dated May 1909, revised and reprinted January 1927. The plan consists of: sheet 1 (key plan, scale [1:6,000]), sheets 2-9. Sheets are at a scale 1:1,200: 7-9. Call No. FC 3140.195 U64",item150,
item157,"Sheet 7 - Fire Insurance Plans - Crystal Beach, 1927",image/jpeg,FC3140_195U64_CrystalBeach7_REV1927.jpg,Underwriters' Survey Bureau,1927,Fire insurance -- Ontario -- Crystal Beach; Fire risk assessment -- Ontario -- Crystal Beach; Real property -- Ontario -- Crystal Beach; Crystal Beach (Ont.),"Crystal Beach, Ontario",42.8705,-79.0589,"Fire Insurance plans for Crystal Beach, Ontario. The plan is dated May 1909, revised and reprinted January 1927. The plan consists of: sheet 1 (key plan, scale [1:6,000]), sheets 2-9. Sheets are at a scale 1:1,200: 7-9. Call No. FC 3140.195 U64",item150,
item158,"Sheet 8 - Fire Insurance Plans - Crystal Beach, 1927",image/jpeg,FC3140_195U64_CrystalBeach8_REV1927.jpg,Underwriters' Survey Bureau,1927,Fire insurance -- Ontario -- Crystal Beach; Fire risk assessment -- Ontario -- Crystal Beach; Real property -- Ontario -- Crystal Beach; Crystal Beach (Ont.),"Crystal Beach, Ontario",42.8705,-79.0589,"Fire Insurance plans for Crystal Beach, Ontario. The plan is dated May 1909, revised and reprinted January 1927. The plan consists of: sheet 1 (key plan, scale [1:6,000]), sheets 2-9. Sheets are at a scale 1:1,200: 7-9. Call No. FC 3140.195 U64",item150,
item159,"Sheet 9 - Fire Insurance Plans - Crystal Beach, 1927",image/jpeg,FC3140_195U64_CrystalBeach9_REV1927.jpg,Underwriters' Survey Bureau,1927,Fire insurance -- Ontario -- Crystal Beach; Fire risk assessment -- Ontario -- Crystal Beach; Real property -- Ontario -- Crystal Beach; Crystal Beach (Ont.),"Crystal Beach, Ontario",42.8705,-79.0589,"Fire Insurance plans for Crystal Beach, Ontario. The plan is dated May 1909, revised and reprinted January 1927. The plan consists of: sheet 1 (key plan, scale [1:6,000]), sheets 2-9. Sheets are at a scale 1:1,200: 7-9. Call No. FC 3140.195 U64",item150,
item160,"Fire Insurance Plans - Caledonia, 1925",compound_object,,Underwriters' Survey Bureau,1925,Fire insurance -- Ontario -- Caledonia; Fire risk assessment -- Ontario -- Caledonia; Real property -- Ontario -- Caledonia; Caledonia (Ont.),"Caledonia, Ontario",43.0648,-79.9551,"Fire Insurance plans dated Aug. 1925. Consists of: sheet 1A (key plan, scale [1:6,000]), and sheets 1-6. Call No. FC 3140.195 U64",,
item161,"Sheet 1 - Fire Insurance Plans - Caledonia, 1925",image/jpeg,FC3140_195U64_Caledonia1_Aug1925.jpg,Underwriters' Survey Bureau,1925,Fire insurance -- Ontario -- Caledonia; Fire risk assessment -- Ontario -- Caledonia; Real property -- Ontario -- Caledonia; Caledonia (Ont.),"Caledonia, Ontario",43.0648,-79.9551,"Fire Insurance plans dated Aug. 1925. Consists of: sheet 1A (key plan, scale [1:6,000]), and sheets 1-6. Call No. FC 3140.195 U64",item160,
item162,"Sheet 1A - Fire Insurance Plans - Caledonia, 1925",image/jpeg,FC3140_195U64_Caledonia1A_Aug1925Copy.jpg,Underwriters' Survey Bureau,1925,Fire insurance -- Ontario -- Caledonia; Fire risk assessment -- Ontario -- Caledonia; Real property -- Ontario -- Caledonia; Caledonia (Ont.),"Caledonia, Ontario",43.0648,-79.9551,"Fire Insurance plans dated Aug. 1925. Consists of: sheet 1A (key plan, scale [1:6,000]), and sheets 1-6. Call No. FC 3140.195 U64",item160,
item163,"Sheet 2 - Fire Insurance Plans - Caledonia, 1925",image/jpeg,FC3140_195U64_Caledonia2_Aug1925.jpg,Underwriters' Survey Bureau,1925,Fire insurance -- Ontario -- Caledonia; Fire risk assessment -- Ontario -- Caledonia; Real property -- Ontario -- Caledonia; Caledonia (Ont.),"Caledonia, Ontario",43.0648,-79.9551,"Fire Insurance plans dated Aug. 1925. Consists of: sheet 1A (key plan, scale [1:6,000]), and sheets 1-6. Call No. FC 3140.195 U64",item160,
item164,"Sheet 3 - Fire Insurance Plans - Caledonia, 1925",image/jpeg,FC3140_195U64_Caledonia3_Aug1925.jpg,Underwriters' Survey Bureau,1925,Fire insurance -- Ontario -- Caledonia; Fire risk assessment -- Ontario -- Caledonia; Real property -- Ontario -- Caledonia; Caledonia (Ont.),"Caledonia, Ontario",43.0648,-79.9551,"Fire Insurance plans dated Aug. 1925. Consists of: sheet 1A (key plan, scale [1:6,000]), and sheets 1-6. Call No. FC 3140.195 U64",item160,
item165,"Sheet 4 - Fire Insurance Plans - Caledonia, 1925",image/jpeg,FC3140_195U64_Caledonia4_Aug1925.jpg,Underwriters' Survey Bureau,1925,Fire insurance -- Ontario -- Caledonia; Fire risk assessment -- Ontario -- Caledonia; Real property -- Ontario -- Caledonia; Caledonia (Ont.),"Caledonia, Ontario",43.0648,-79.9551,"Fire Insurance plans dated Aug. 1925. Consists of: sheet 1A (key plan, scale [1:6,000]), and sheets 1-6. Call No. FC 3140.195 U64",item160,
item166,"Sheet 5 - Fire Insurance Plans - Caledonia, 1925",image/jpeg,FC3140_195U64_Caledonia5_Aug1925.jpg,Underwriters' Survey Bureau,1925,Fire insurance -- Ontario -- Caledonia; Fire risk assessment -- Ontario -- Caledonia; Real property -- Ontario -- Caledonia; Caledonia (Ont.),"Caledonia, Ontario",43.0648,-79.9551,"Fire Insurance plans dated Aug. 1925. Consists of: sheet 1A (key plan, scale [1:6,000]), and sheets 1-6. Call No. FC 3140.195 U64",item160,
item167,"Sheet 6 - Fire Insurance Plans - Caledonia, 1925",image/jpeg,FC3140_195U64_Caledonia6_Aug1925.jpg,Underwriters' Survey Bureau,1925,Fire insurance -- Ontario -- Caledonia; Fire risk assessment -- Ontario -- Caledonia; Real property -- Ontario -- Caledonia; Caledonia (Ont.),"Caledonia, Ontario",43.0648,-79.9551,"Fire Insurance plans dated Aug. 1925. Consists of: sheet 1A (key plan, scale [1:6,000]), and sheets 1-6. Call No. FC 3140.195 U64",item160,
item168,"Fire Insurance Plans - Beamsville, 1921, 1928",compound_object,,Underwriters' Survey Bureau,"1921, 1928","Fire insurance -- Ontario -- Beamsville; Fire risk assessment -- Ontario -- Beamsville; Real property -- Ontario -- Beamsville; Beamsville, Ont.","Beamsville, Ontario",43.1571,-79.476,"Fire insurance plans for Beamsville, Ontario. The first plan is dated October 1921. Consists of: sheet 1 (key plan, scale [1:6,000]), sheet 2. The second plan is revised to April 1928 with revisions pasted on and consists of: sheet 1 (key plan, scale [1:6,000]), sheet 2. Call No. FC 3140.195 U64",,
item169,"Sheet 1 - Fire Insurance Plans - Beamsville, 1921",image/jpeg,FC3140_195U64_Beamsville1_1921.jpg,Underwriters' Survey Bureau,"1921, 1928","Fire insurance -- Ontario -- Beamsville; Fire risk assessment -- Ontario -- Beamsville; Real property -- Ontario -- Beamsville; Beamsville, Ont.","Beamsville, Ontario",43.1571,-79.476,"Fire insurance plans for Beamsville, Ontario. The first plan is dated October 1921. Consists of: sheet 1 (key plan, scale [1:6,000]), sheet 2. The second plan is revised to April 1928 with revisions pasted on and consists of: sheet 1 (key plan, scale [1:6,000]), sheet 2. Call No. FC 3140.195 U64",item168,
item170,"Sheet 2 - Fire Insurance Plans - Beamsville, 1921",image/jpeg,FC3140_195U64_Beamsville2_1921.jpg,Underwriters' Survey Bureau,"1921, 1928","Fire insurance -- Ontario -- Beamsville; Fire risk assessment -- Ontario -- Beamsville; Real property -- Ontario -- Beamsville; Beamsville, Ont.","Beamsville, Ontario",43.1571,-79.476,"Fire insurance plans for Beamsville, Ontario. The first plan is dated October 1921. Consists of: sheet 1 (key plan, scale [1:6,000]), sheet 2. The second plan is revised to April 1928 with revisions pasted on and consists of: sheet 1 (key plan, scale [1:6,000]), sheet 2. Call No. FC 3140.195 U64",item168,
item171,"Sheet 1 - Fire Insurance Plans - Beamsville, 1928",image/jpeg,FC3140_195U64_BeamsvilleREV1928p1.jpg,Underwriters' Survey Bureau,"1921, 1928","Fire insurance -- Ontario -- Beamsville; Fire risk assessment -- Ontario -- Beamsville; Real property -- Ontario -- Beamsville; Beamsville, Ont.","Beamsville, Ontario",43.1571,-79.476,"Fire insurance plans for Beamsville, Ontario. The first plan is dated October 1921. Consists of: sheet 1 (key plan, scale [1:6,000]), sheet 2. The second plan is revised to April 1928 with revisions pasted on and consists of: sheet 1 (key plan, scale [1:6,000]), sheet 2. Call No. FC 3140.195 U64",item168,
item172,"Sheet 2 - Fire Insurance Plans - Beamsville, 1928",image/jpeg,FC3140_195U64_BeamsvilleREV1928p2.jpg,Underwriters' Survey Bureau,"1921, 1928","Fire insurance -- Ontario -- Beamsville; Fire risk assessment -- Ontario -- Beamsville; Real property -- Ontario -- Beamsville; Beamsville, Ont.","Beamsville, Ontario",43.1571,-79.476,"Fire insurance plans for Beamsville, Ontario. The first plan is dated October 1921. Consists of: sheet 1 (key plan, scale [1:6,000]), sheet 2. The second plan is revised to April 1928 with revisions pasted on and consists of: sheet 1 (key plan, scale [1:6,000]), sheet 2. Call No. FC 3140.195 U64",item168,
